ICAO,FBO,TIER,PRICE,NAME,
CYVQ,SRP PETROLEUM/NORTH VENTURES,1,6.68287,1) Minimum Notice Required: 2) Ramps serviced: Only one ramp 3) Additional Information: Prist is available // De-Icing available // Freq: 123.0 // Formerly an ESSO/AVITAT FBO // Hours: 0700-1600 7 Days //For after hours fee please contact FBO for more information// For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYVR,MILLION AIR VANCOUVER,1,5.57039,,
CYVR,PLH DUBLIN,1,4.06418,$50.00 CAD/Flight Hookup Fee.,
CYVR,SIGNATURE VANCOUVER,1,3.91195,45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE. AEROJET / ADDITIVE REFUELING ADDITIONAL AND INCURS HIGHER ITP. $150 CAD CALL OUT CHARGE TO FUEL ON  REMOTE  OFF RAMP FUELINGS.,
CYVR,SIGNATURE VANCOUVER,1585,3.69407,45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE. AEROJET / ADDITIVE REFUELING ADDITIONAL AND INCURS HIGHER ITP. $150 CAD CALL OUT CHARGE TO FUEL ON  REMOTE  OFF RAMP FUELINGS.,
CYVR,SIGNATURE VANCOUVER WEST,1,3.91195,45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE. AEROJET / ADDITIVE REFUELING ADDITIONAL AND INCURS HIGHER ITP. $150 CAD CALL OUT CHARGE TO FUEL ON  REMOTE  OFF RAMP FUELINGS.,
CYVR,SIGNATURE VANCOUVER WEST,1585,3.69407,45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE. AEROJET / ADDITIVE REFUELING ADDITIONAL AND INCURS HIGHER ITP. $150 CAD CALL OUT CHARGE TO FUEL ON  REMOTE  OFF RAMP FUELINGS.,
CYVR,SKYSERVICE FBO VANCOUVER,1,3.85950,,
CYWG,AVFLIGHT WINNIPEG,1,3.87686,Due to the dynamic nature of the exemptions granted to many operators the prices are exclusive of all duties taxes and fees unless otherwise specified.,
CYWG,FAST AIR,1,4.37508,1) Minimum Notice Required: None needed 2) Ramps serviced: All Ramps .. 3) Additional Information: Hours: 24/7/365 days // Full Service FBO For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYWG,FAST AIR,1321,4.19793,1) Minimum Notice Required: None needed 2) Ramps serviced: All Ramps .. 3) Additional Information: Hours: 24/7/365 days // Full Service FBO For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYWK,APRON FUEL SERVICES,1,5.64948,,
CYWK,PAL AVIATION SERVICES,1,5.62484,,
CYXC,NORMAN G DAKIN ENTERPRISES,1,5.80603,1) Minimum Notice Required: None 2) Ramps serviced: All ramps 3) Additional Information: Prist is available // Hours: 0530- 2100 7 Days // Peak Hours: 09:00-1600 // Call-Out Fee applies to services provided outside of regular operating hours For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYXE,KREOS AVIATION,1,4.47919,ADDITIVE NOT INCLUDED. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE.,
CYXE,KREOS AVIATION,1585,4.26131,ADDITIVE NOT INCLUDED. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE.,
CYXE,LOCKHART AVIATION,1,4.44196,1) Minimum Notice Required: None 2) Ramps serviced: FBO ramp 3) Additional Information: Located at Hangar 9 4) Operating Hours: 0600-2200 Local 5) Fuel available outside Operating Hours: Yes Call-Out Fee applies to services provided outside of regular operating hours Formerly an ESSO/AVITAT FBO //122.85 for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYXE,LOCKHART AVIATION,1057,4.29434,1) Minimum Notice Required: None 2) Ramps serviced: FBO ramp 3) Additional Information: Located at Hangar 9 4) Operating Hours: 0600-2200 Local 5) Fuel available outside Operating Hours: Yes Call-Out Fee applies to services provided outside of regular operating hours Formerly an ESSO/AVITAT FBO //122.85 for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYXE,LOCKHART AVIATION,6604,4.17624,1) Minimum Notice Required: None 2) Ramps serviced: FBO ramp 3) Additional Information: Located at Hangar 9 4) Operating Hours: 0600-2200 Local 5) Fuel available outside Operating Hours: Yes Call-Out Fee applies to services provided outside of regular operating hours Formerly an ESSO/AVITAT FBO //122.85 for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYXJ,EXECUTIVE FLIGHT CENTRE,1,4.98683,55 CAD HOOKUP FEE,
CYXL,SIOUX LOOKOUT AIRPORT,1,5.62580,1) Minimum Notice Required: None 2) Ramps serviced: Own ramp only 3) Additional Information: After hours call-out fueling is available upon request. For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYXS,BID AIR,1,4.76582,ADDITIVE NOT INCLUDED LESS THAN DC-9 CAN FUEL AT ANY FBO,
CYXS,EXECUTIVE FLIGHT CENTER,1,5.07509,CALL FOR PRICING > 2000 LTRS,
CYXS,JETMARK INTERNATIONAL FUEL SERVICES,1,4.28039,1) Minimum Notice Required: None 2) Ramps serviced: 3) Additional Information: Formerly an ESSO/AVITAT FBO. / Executive Aviation is the operator on behalf of Jetmark. For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYXT,EXECUTIVE FLIGHT CENTRE,1,5.27684,55 CAD HOOKUP FEE,
CYXU,EXECUTIVE AVIATION,1,4.95363,Minimum fee applies at this location 1) Minimum Notice Required: None 2) Ramps serviced: ALL RAMPS EXCEPT FOR FLIGHTLINE 3) Additional Information: OPERATING HOURS: 0700-2000 7 DAYS // PRIST: Available 4) Fuel available outside Operating Hours: YES Call-Out Fee applies to services provided outside of regular operating hourss Formerly an ESSO/AVITAT FBO For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYXU,FLITE LINE SERVICES LONDON,1,4.89773,45 CAD HOOKUP FEE. 100 NO FUEL FEE. 225 CALL OUT FEE.,
CYXU,FLITE LINE SERVICES LONDON,1585,4.66325,45 CAD HOOKUP FEE. 100 NO FUEL FEE. 225 CALL OUT FEE.,
CYXX,FAST AIR JET CENTRE,1,4.32259,N/A,
CYXX,SHELL AEROCENTER/442929 BC,1,4.31408,,
CYXY,AIR NORTH,1,5.07970,1) Minimum Notice Required: 24 hour notice preferred 2) Ramps serviced: Apron 1 & North Apron's ramp .. 3) Additional Information: For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYYB,VOYAGEUR AVIATION CORP,1,6.22239,1) Minimum Notice Required: None 2) Ramps serviced: Own 3) Additional Information: Fromerly Esso/ Avitat For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYYB,VOYAGEUR AVIATION CORP,1321,6.15884,1) Minimum Notice Required: None 2) Ramps serviced: Own 3) Additional Information: Fromerly Esso/ Avitat For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYYC,EXECUTIVE FLIGHT CENTRE,1,3.96765,1) Minimum Notice Required: None 2) Ramps serviced: Can service all ramps** 3) Additional Information: HRS: 24/7 For more information please contact your local fuel logistics team on fuel24@wfscorp.com .,
CYYC,MILLION AIR CALGARY,1,4.10909,Due to the dynamic nature of the exemptions granted to many operators the prices are exclusive of all duties taxes and fees unless otherwise specified.   Customs clearance on site.,
CYYC,MILLION AIR CALGARY,265,4.04994,Due to the dynamic nature of the exemptions granted to many operators the prices are exclusive of all duties taxes and fees unless otherwise specified.   Customs clearance on site.,
CYYC,MILLION AIR CALGARY,529,3.99081,Due to the dynamic nature of the exemptions granted to many operators the prices are exclusive of all duties taxes and fees unless otherwise specified.   Customs clearance on site.,
CYYC,MILLION AIR CALGARY,794,3.93166,Due to the dynamic nature of the exemptions granted to many operators the prices are exclusive of all duties taxes and fees unless otherwise specified.   Customs clearance on site.,
CYYC,MILLION AIR CALGARY,1058,3.87252,Due to the dynamic nature of the exemptions granted to many operators the prices are exclusive of all duties taxes and fees unless otherwise specified.   Customs clearance on site.,
CYYC,MILLION AIR CALGARY,1586,3.81337,Due to the dynamic nature of the exemptions granted to many operators the prices are exclusive of all duties taxes and fees unless otherwise specified.   Customs clearance on site.,
CYYC,SIGNATURE AVIATION,1,4.08775,,
CYYC,SKYSERVICE FBO INC,1,3.61050,,
CYYC,SUNWEST AVIATION,1,4.30489,45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE.,
CYYC,SUNWEST AVIATION,1585,4.08701,45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE.,
CYYD,AIRCONSOL AVIATION SERVICES,1,5.81309,1) Minimum Notice Required:None 2) Ramps serviced: Main Ramp 11) Additional Information: After hours service is available call FBO for pricing. For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYYF,EXECUTIVE FLIGHT CENTRE,1,5.29260,Hook Up Fee / Aircraft $55.00,
CYYG,MENZIES AVIATION CANADA (FUEL ONLY),1,4.98809,**Minimum fee applies at this location** 1) Minimum Notice Required:n/a 2) Ramps serviced:Everywhere on the airfield 3) Additional Information: ITP AGENT** for more information please contact your local fuel logistics team on fuel24@wfscorp.com .,
CYYJ,DEHAVILLAND/WORLD FUEL YYJ,1,4.27860,N/A,
CYYJ,YYJ FBO SERVICES,1,4.79858,1) Minimum Notice Required: None 2) Ramps serviced: OWN 3) Additional Information: FUEL SERVICES: 06:00 . - 1800LCL. daily (Operations outside of these hours may be subject to a call-out charge. On-call 24 hours a day 7 days a week) There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYYJ,YYJ FBO SERVICES,1585,4.58071,1) Minimum Notice Required: None 2) Ramps serviced: OWN 3) Additional Information: FUEL SERVICES: 06:00 . - 1800LCL. daily (Operations outside of these hours may be subject to a call-out charge. On-call 24 hours a day 7 days a week) There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYYQ,EXCHANGE PETROLEUM,1,6.65549,PRICING SUBJECT TO CHANGE AT ANY TIME.,
CYYR,IRVING AVIATION,1,6.28154,,
CYYR,WOODWARD AV SERVICES,1,5.97600,,
CYYT,IRVING AVIATION,1,5.36969,,
CYYT,PAL AVIATION SERVICES,1,6.07193,45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA.,
CYYT,PAL AVIATION SERVICES,1585,5.83330,45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA.,
CYYT,WOODWARD AVIATION SERVICES,1,5.24270,,
CYYY,AVJET HOLDINGS INC,1,6.43543,1) Minimum Notice Required: None 2) Ramps serviced:All 3) Additional Information: Prist and Avgas For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYYZ,EXECAIRE AVIATION,1,5.54033,?ramp fee waived with 300 gallons?  on their pricing file.  Due to the dynamic nature of the exemptions granted to many operators the prices are exclusive of all duties taxes and fees unless otherwise specified.,
CYYZ,EXECAIRE AVIATION,265,5.47668,?ramp fee waived with 300 gallons?  on their pricing file.  Due to the dynamic nature of the exemptions granted to many operators the prices are exclusive of all duties taxes and fees unless otherwise specified.,
CYYZ,EXECAIRE AVIATION,529,5.38121,?ramp fee waived with 300 gallons?  on their pricing file.  Due to the dynamic nature of the exemptions granted to many operators the prices are exclusive of all duties taxes and fees unless otherwise specified.,
CYYZ,EXECAIRE AVIATION,794,5.28573,?ramp fee waived with 300 gallons?  on their pricing file.  Due to the dynamic nature of the exemptions granted to many operators the prices are exclusive of all duties taxes and fees unless otherwise specified.,
CYYZ,SIGNATURE AVIATION,1,4.85500,45 CAD HOOKUP FEE FOR GA/FBO FUELINGS. 100 CAD NO FUEL FEE.,
CYYZ,SIGNATURE AVIATION,1585,4.62053,45 CAD HOOKUP FEE FOR GA/FBO FUELINGS. 100 CAD NO FUEL FEE.,
CYYZ,SKYSERVICE FBO TORONTO MIDFIELD,1,4.27450,,
CYYZ,SKYSERVICE FBO TORONTO SOUTH,1,4.15000,,
CYZF,DETON CHO LOGISTICS,1,4.94384,45 CAD HOOKUP FEE. 225CAD CALLOUT FEE. 100 CAD NO FUEL FEE.,
CYZF,DETON CHO LOGISTICS,1585,4.72597,45 CAD HOOKUP FEE. 225CAD CALLOUT FEE. 100 CAD NO FUEL FEE.,
CYZF,MIDNIGHT PETROLEUM,1,4.99469,1) Minimum Notice Required: 1 Hr prior to close 2) Operating Hours: 0800-1700 LOCAL 7days 3) Ramps serviced: Own ramp 4) Additional Information: FSII Prist not available *IF CUSTOMER IS PARKED AT ADLAIR PLEASE CHOOSE MIDNIGHT MECHANICAL* Formerly an ESSO/AVITAT FBO///after hr service available For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYZT,WILDERNESS SEAPLANES-WORLD FUELS,1,5.36524,1) Minimum Notice Required: Mon-Fri 0730-1700 lcl & Sat-Sun and Holidays 0830-1700 lcl -- 24 hr callout is available 2) Ramps serviced: Own 3) Additional Information: Prist is available Formerly an ESSO/AVITAT FBO For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CYZV,AVJET HOLDING INC,1,5.04279,,
CZBB,ALPHA AVIATION,1,13.10291,,
CZBB,BOUNDARY BAY AIR SERVICES,1,4.41395,1) Minimum Notice Required: 24 hours 2) Ramps serviced: Own 3) Additional Information: Jet-A and Avgas Available For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
CZBB,BOUNDARY BAY AIR SERVICES,264,4.26633,1) Minimum Notice Required: 24 hours 2) Ramps serviced: Own 3) Additional Information: Jet-A and Avgas Available For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
DAAE,NAFTAL-AVM (FUEL ONLY),1,3.99169,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE  19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAE,NAFTAL-AVM (FUEL ONLY),265,3.86823,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE  19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAG,NAFTAL-AVM (FUEL ONLY),1,3.96835,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAG,NAFTAL-AVM (FUEL ONLY),265,3.84489,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAJ,NAFTAL-AVM (FUEL ONLY),1,4.50578,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAJ,NAFTAL-AVM (FUEL ONLY),265,4.38232,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAK,NAFTAL (FUEL ONLY),1,4.00922,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAK,NAFTAL (FUEL ONLY),265,3.88576,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAP,NAFTAL-AVM (FUEL ONLY),1,4.24874,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAP,NAFTAL-AVM (FUEL ONLY),265,4.12528,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAS,NAFTAL-AVM (FUEL ONLY),1,3.99169,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAS,NAFTAL-AVM (FUEL ONLY),265,3.86823,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAT,NAFTAL-AVM (FUEL ONLY),1,3.79963,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAAT,NAFTAL-AVM (FUEL ONLY),265,3.69588,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DABB,NAFTAL-AVM (FUEL ONLY),1,3.99169,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DABB,NAFTAL-AVM (FUEL ONLY),265,3.86823,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DABC,NAFTAL-AVM (FUEL ONLY),1,3.96835,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DABC,NAFTAL-AVM (FUEL ONLY),265,3.84489,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DABS,NAFTAL-AVM (FUEL ONLY),1,3.99169,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DABS,NAFTAL-AVM (FUEL ONLY),265,3.86823,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DABT,NAFTAL-AVM (FUEL ONLY),1,3.99169,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DABT,NAFTAL-AVM (FUEL ONLY),265,3.86823,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAFH,NAFTAL-AVM (FUEL ONLY),1,4.08515,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAFH,NAFTAL-AVM (FUEL ONLY),265,3.96168,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAOB,NAFTAL-AVM (FUEL ONLY),1,4.06181,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAOB,NAFTAL-AVM (FUEL ONLY),265,3.93835,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAOF,NAFTAL-AVM (FUEL ONLY),1,4.36553,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAOF,NAFTAL-AVM (FUEL ONLY),265,4.24207,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAOI,NAFTAL-AVM (FUEL ONLY),1,4.06181,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAOI,NAFTAL-AVM (FUEL ONLY),265,3.93835,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAON,NAFTAL-AVM (FUEL ONLY),1,3.99169,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
DAON,NAFTAL-AVM (FUEL ONLY),265,3.86823,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY - DOMESTIC FLIGHTS INCUR LOCAL CHARGE 19% - 24 HOUR NOTICE REQUIRED. 60 USD NIGHT SURCHARGE FOR OUT OF HOURS FUELINGS.,
