IATA,ICAO,ST/CO,CITY,FUELER,EFFECTIVE DATE,EXPIREDT,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
YHZ,CYHZ,NS,HALIFAX,PAL AVIATION SERVICES,12/9/2025,12/15/2025,Corporate,3.357800,1,1320,4.447441,"ADDITIVE NOT INCLUDED. 25 CAD HOOKUP FEE.
LESS THAN DC-9. Valid for Atlantic Sky Service. ",Yes
YHZ,CYHZ,NS,HALIFAX,PAL AVIATION SERVICES,12/9/2025,12/15/2025,Corporate,3.357800,1321,13208,4.291261,"ADDITIVE NOT INCLUDED. 25 CAD HOOKUP FEE.
LESS THAN DC-9. Valid for Atlantic Sky Service. ",Yes
YHZ,CYHZ,NS,HALIFAX,PAL AVIATION SERVICES,12/9/2025,12/15/2025,Corporate,3.357800,13209,999999,4.167001,"ADDITIVE NOT INCLUDED. 25 CAD HOOKUP FEE.
LESS THAN DC-9. Valid for Atlantic Sky Service. ",Yes
YHZ,CYHZ,NS,HALIFAX,SHELL - MILITARY,12/9/2025,12/15/2025,Corporate,3.430770,1,26416,4.546602,45 CAD HOOKUP FEE. NO FUEL FEE 100CAD/LIFT. ,No
YHZ,CYHZ,NS,HALIFAX,SHELL AEROCENTER,12/9/2025,12/15/2025,Corporate,3.430770,1,26416,4.546602,45 CAD HOOKUP FEE. NO FUEL FEE 100CAD/LIFT. ,Yes
YKA,CYKA,BC,KAMLOOPS,EXECUTIVE FLIGHT CENTRE,12/9/2025,12/15/2025,Corporate,2.314766,1,26416,4.068799,Hook Up Fee / Aircraft $55.00 ,No
YKA,CYKA,BC,KAMLOOPS,KAMLOOPS AERO,12/9/2025,12/15/2025,Corporate,3.461020,1,26416,4.164100,45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE ,Yes
YKF,CYKF,ON,KITCHENER,CHARTRIGHT AIR INC,12/9/2025,12/15/2025,Corporate,3.001000,1,264171,5.574644,"Operating Hours: 0500 to 2100, Callout fee applies for uplifts outside of regular business hours. ",No
YKF,CYKF,ON,KITCHENER,FLITELINE SERVICES,12/9/2025,12/15/2025,Corporate,3.722320,1,26416,5.323044,45 CAD HOOKUP FEE ADDITIONAL. 100 CAD NO FUEL FEE. 225 CAD CALL OUT CHARGE ,No
YLS,CYLS,ON,LAKE SIMCOE,AVJET - YLS,12/2/2025,12/8/2025,Corporate,CALL,1,99999,CALL,$175 CALLOUT FEE WHEN APPLICABLE ,Yes
YLS,CYLS,ON,LAKE SIMCOE,CHARTRIGHT AIR INC - AEG Preferred,12/9/2025,12/15/2025,Corporate,3.370700,1,999999,6.545406, ,No
YLW,CYLW,BC,KELOWNA,KELOWNA SHELL AEROCENTRE,12/9/2025,12/15/2025,Corporate,4.001020,1,1585,4.731100,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE.
0.025 CAD/LTR ADDITIVE FEE. ",Yes
YLW,CYLW,BC,KELOWNA,KELOWNA SHELL AEROCENTRE,12/9/2025,12/15/2025,Corporate,4.001020,1585,264171,4.521100,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE.
0.025 CAD/LTR ADDITIVE FEE. ",Yes
YMM,CYMM,AB,FORT MCMURRAY,EXECUTIVE FLIGHT CENTER,12/9/2025,12/15/2025,Corporate,2.314766,1,26416,4.690484,Hook Up Fee / Aircraft $55.00 ,No
YMO,CYMO,ON,MOOSONEE,AIR CREEBEC INC,10/1/2025,12/31/2025,Corporate,CALL,1,999999,CALL, ,No
YMT,CYMT,QC,CHIBOUGAMAU,CHIBOUGAMAU-CHAPAIS AIRPORT,12/2/2025,12/8/2025,Corporate,4.335438,1,99999,5.574826,$175 CALLOUT FEE WHEN APPLICABLE ,Yes
YMX,CYMX,QC,MONTREAL - MIRABEL,HELIBELLULE,12/9/2025,12/15/2025,Corporate,5.359180,1,26416,6.380189,$35 CAD HOOKUP FEE. ADDITIONAL ITP OF .20 CAN/LTR BETWEEN 0 - 1000 LITERS. ADDITIONAL ITP OF .10 CAN/LTR BETWEEN 1000 - 4000 LITERS. During closed Hrs minimum 2500 L or 250 $ fee ,Yes
YND,CYND,QC,OTTAWA - GATINEAU,GATINEAU - OTTAWA EXECUTIVE AIRPORT,11/25/2025,12/15/2025,Corporate,4.928124,1,99999,5.884583,PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
YOO,CYOO,ON,Oshawa,ENTERPRISE AIRLINES INC,12/9/2025,12/31/2025,Corporate,CALL,1,264,CALL,"PRICING IS SUBJECT TO CHANGE DAILY AND AT ANY TIME. IN ORDER TO EXEMPT OF FET AND GST/HST A FLIGHT CREW MUST BE PROVIDE PROOF OF EXPORT FROM CANADA BY: K36A OR SUBSTITUTE K36A PER FLIGHT SUBMITTED TO AVFUEL. 
FLIGHT MUST BE FOR THE PURPOSE OF TRANSPORTING PASSENGERS OR GOODS. ",No
YOO,CYOO,ON,Oshawa,ENTERPRISE AIRLINES INC,12/9/2025,12/31/2025,Corporate,CALL,265,396,CALL,"PRICING IS SUBJECT TO CHANGE DAILY AND AT ANY TIME. IN ORDER TO EXEMPT OF FET AND GST/HST A FLIGHT CREW MUST BE PROVIDE PROOF OF EXPORT FROM CANADA BY: K36A OR SUBSTITUTE K36A PER FLIGHT SUBMITTED TO AVFUEL. 
FLIGHT MUST BE FOR THE PURPOSE OF TRANSPORTING PASSENGERS OR GOODS. ",No
YOO,CYOO,ON,Oshawa,ENTERPRISE AIRLINES INC,12/9/2025,12/31/2025,Corporate,CALL,397,528,CALL,"PRICING IS SUBJECT TO CHANGE DAILY AND AT ANY TIME. IN ORDER TO EXEMPT OF FET AND GST/HST A FLIGHT CREW MUST BE PROVIDE PROOF OF EXPORT FROM CANADA BY: K36A OR SUBSTITUTE K36A PER FLIGHT SUBMITTED TO AVFUEL. 
FLIGHT MUST BE FOR THE PURPOSE OF TRANSPORTING PASSENGERS OR GOODS. ",No
YOO,CYOO,ON,Oshawa,ENTERPRISE AIRLINES INC,12/9/2025,12/31/2025,Corporate,CALL,529,99999,CALL,"PRICING IS SUBJECT TO CHANGE DAILY AND AT ANY TIME. IN ORDER TO EXEMPT OF FET AND GST/HST A FLIGHT CREW MUST BE PROVIDE PROOF OF EXPORT FROM CANADA BY: K36A OR SUBSTITUTE K36A PER FLIGHT SUBMITTED TO AVFUEL. 
FLIGHT MUST BE FOR THE PURPOSE OF TRANSPORTING PASSENGERS OR GOODS. ",No
YOW,CYOW,ON,OTTAWA,OTTOWA INTL FACILITIES CORP (OIFCC) -HYDRANT,12/9/2025,12/15/2025,Corporate,2.515770,1,264171,3.489640,COMMERCIAL RAMP FUELINGS ONLY. 50 CAD HOOKUP FEE. 50 CAD UPLIFT FEE FOR < 1000 LTRS.0.015 CAD/LTR WINTER SURCHARGE DEC-MAR. SPECIAL USE FEE -TRUCK RACK THROUGHPUT (TPF) 0.040 CAD/LTR ,No
YOW,CYOW,ON,OTTAWA,SHELL AEROCENTER,12/9/2025,12/15/2025,Corporate,3.420770,1,1585,4.580051,45 CAD HOOKUP FEE 100 CAD NO FUEL FEE. OVERTIME CHARGES ADDITIONAL. ,Yes
YOW,CYOW,ON,OTTAWA,SHELL AEROCENTER,12/9/2025,12/15/2025,Corporate,3.420770,1585,26416,4.354051,45 CAD HOOKUP FEE 100 CAD NO FUEL FEE. OVERTIME CHARGES ADDITIONAL. ,Yes
YOW,CYOW,ON,OTTAWA,SKY SERVICE FBO,12/9/2025,12/15/2025,Corporate,3.396800,1,99999,5.200491,"GA AIRCRAFT ONLY. PRICING SUBJECT TO CHANGE AT ANYTIME. ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YPS,CYPD,NS,PORT HAWKESBURY,CELTIC AIR SERVICES,10/15/2025,11/15/2025,Corporate,10.490644,1,99999,12.189981,PRICING SUBJECT TO CHANGE AT ANY TIME AND MAY FLUCTUATE WITH EXCHANGE RATES. ,No
YPK,CYPK,BC,Pitt Meadows,INTEGRITY FLIGHT SUPPORT - AEG Preferred,12/8/2025,12/14/2025,Corporate,4.233200,1,500,7.000425, ,No
YPK,CYPK,BC,Pitt Meadows,INTEGRITY FLIGHT SUPPORT - AEG Preferred,12/8/2025,12/14/2025,Corporate,4.233200,501,1500,6.912330, ,No
YPK,CYPK,BC,Pitt Meadows,INTEGRITY FLIGHT SUPPORT - AEG Preferred,12/8/2025,12/14/2025,Corporate,4.233200,1501,999999,6.849330, ,No
YPQ,CYPQ,ON,PETERBOROUGH,STEWART AVIATION,12/9/2025,12/15/2025,Corporate,4.129800,1,5000,6.121453,"ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YPQ,CYPQ,ON,PETERBOROUGH,STEWART AVIATION,12/9/2025,12/15/2025,Corporate,4.129800,5001,99999,6.121453,"ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YPR,CYPR,BC,PRINCE RUPERT,PRINCE RUPERT AIRPORT AUTH,10/1/2025,12/31/2025,Corporate,CALL,1,26416,CALL,PRICING SUBJECT TO CHANGE AT ANY TIME. 70 CAD TRANSFER CHARGE ADDITIONAL. ,No
YQA,CYQA,ON,MUSKOKA,MUSKOKA AIRPORT,12/9/2025,12/15/2025,Corporate,4.281000,1,99999,6.123453,"ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",Yes
YQB,CYQB,QC,QUEBEC,AFS EXECUTIVE,12/9/2025,12/15/2025,Corporate,3.212162,1,99999,3.911656,"DE-ICING FEE: $0.17 C CDN per liter for Type 1 Fluid, and by $0.09 C CDN per liter for Type 4 Fluid. ",No
YQB,CYQB,QC,QUEBEC,AVJET - YQB - AEG Preferred,12/2/2025,12/8/2025,Corporate,3.589080,1,99999,4.345017,$175 CALLOUT FEE WHEN APPLICABLE ,Yes
YQB,CYQB,QC,QUEBEC,LUXFBO,12/9/2025,12/15/2025,Corporate,3.177800,1,999999,4.499911, ,No
YQB,CYQB,QC,QUEBEC,TRANSOL AVIATION,12/2/2025,12/8/2025,Corporate,3.629080,1,99999,4.391007,$175 CALLOUT FEE WHEN APPLICABLE. A/C PARKING ON THE TRANSOL RAMP MUST BE NOTED ON FUEL RELEASE. ,Yes
YQF,CYQF,AB,RED DEER,TUCANA AVIATION,12/1/2025,12/31/2025,Corporate,4.347845,1,9999,4.722001,"OPERATING HOURS MON-FRI 8AM TO 5PM .CALL OUT FEE  $60.
PRICING SUBJECT TO CHANGE AT ANY TIME AND MAY FLUCTUATE WITH EXCHANGE RATES. ",No
YQG,CYQG,ON,WINDSOR,GATEWAY AVIATION WINDSOR - AEG Preferred,12/9/2025,12/15/2025,Corporate,5.144900,1,99999,6.296331,"ADDITIVE NOT INCLUDED
LESS THAN DC-9.

CAN FUEL ON GREAT LAKES FLIGHT CENTER'S RAMP ",No
YQI,CYQI,NS,YARMOUTH,YARMOUTH AIRPORT COMMISSION,12/9/2025,12/15/2025,Corporate,4.197700,1,999999,7.478565, ,No
YQK,CYQK,ON,KENORA,KENORA AIRPORT,12/9/2025,12/15/2025,Corporate,4.078020,1,1585,5.212410,100 CAD NO FUEL FEE. 225 CAD CALLOUT FEE.$45 Hookup Fee. FUEL WITH AEROJET  / ADDITIVE INCURS HIGHER PRICING. ,Yes
YQK,CYQK,ON,KENORA,KENORA AIRPORT,12/9/2025,12/15/2025,Corporate,4.078020,1585,26416,4.986410,100 CAD NO FUEL FEE. 225 CAD CALLOUT FEE.$45 Hookup Fee. FUEL WITH AEROJET  / ADDITIVE INCURS HIGHER PRICING. ,Yes
YQL,CYQL,AB,LETHBRIDGE,AERO SOUTHERN AVIATION,12/9/2025,12/15/2025,Corporate,3.913700,1,99999,4.983299,"ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",Yes
YQL,CYQL,AB,LETHBRIDGE,AIR WEST FLIGHT SUPPORT,11/1/2025,11/30/2025,Corporate,4.358881,1,264,4.733589,PRICE IS SUBJECT TO CHANGE AT ANY TIME. ,No
YQL,CYQL,AB,LETHBRIDGE,AIR WEST FLIGHT SUPPORT,11/1/2025,11/30/2025,Corporate,4.358881,264,264171,4.647380,PRICE IS SUBJECT TO CHANGE AT ANY TIME. ,No
YQM,CYQM,NB,MONCTON,MENZIES - YQM,12/9/2025,12/15/2025,Corporate,4.244870,1,99999,5.519787,MTOW < 42KGS AND ALL PART 91 AIRCRAFT. $50 MINIMUM ITP FEE. $150 AFTER HOURS FEE. ,Yes
YQM,CYQM,NB,MONCTON,SHELL AEROCENTER,12/9/2025,12/15/2025,Corporate,3.510770,1,1585,4.633502,GA (NARROW BODY) AIRCRAFT ONLY.45 CAD HOOKUP FEE. ,Yes
YQM,CYQM,NB,MONCTON,SHELL AEROCENTER,12/9/2025,12/15/2025,Corporate,3.510770,1585,26416,4.403502,GA (NARROW BODY) AIRCRAFT ONLY.45 CAD HOOKUP FEE. ,Yes
YQQ,CYQQ,BC,COMOX,COMOX VALLEY AIRPORT,12/9/2025,12/15/2025,Corporate,4.631020,1,1585,5.622368,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 CAD NO FUEL FEE. ",Yes
YQQ,CYQQ,BC,COMOX,COMOX VALLEY AIRPORT,12/9/2025,12/15/2025,Corporate,4.631020,1585,26416,5.412368,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 CAD NO FUEL FEE. ",Yes
YQR,CYQR,SK,REGINA,KREOS AVIATION,12/9/2025,12/15/2025,Corporate,3.751189,1,99999,4.095513,CALL OUT FEE OF $300 MIGHT APPLY. HOURS OF APERATION: SUN-MON 0600-2200. CAN FUEL AT BRANDT AVIATION. FSII $0.03/USG ,No
YQT,CYQT,ON,THUNDER BAY,SKY FILL AVIATION REFUELLING INC,12/9/2025,12/15/2025,Corporate,3.238020,1,264171,4.247907,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 NO FUEL FEE. ",No
YQT,CYQT,ON,THUNDER BAY,THUNDER BAY FLIGHT REFUELING,12/9/2025,12/15/2025,Corporate,4.025100,1,99999,5.094010,"ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",Yes
YQU,CYQU,AB,GRAND PRAIRIE,HAPPY GAS INC,12/9/2025,12/15/2025,Corporate,5.421600,1,263,5.849444,PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
YQU,CYQU,AB,GRAND PRAIRIE,HAPPY GAS INC,12/9/2025,12/15/2025,Corporate,5.421600,264,528,5.716829,PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
YQU,CYQU,AB,GRAND PRAIRIE,HAPPY GAS INC,12/9/2025,12/15/2025,Corporate,5.421600,529,26416,5.584319,PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - CORP - AEGConnect,12/9/2025,12/15/2025,Corporate,3.021878,1,528,4.708235, ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - CORP - AEGConnect,12/9/2025,12/15/2025,Corporate,3.021878,528,1585,4.677018, ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - CORP - AEGConnect,12/9/2025,12/15/2025,Corporate,3.021878,1585,264171,4.645801, ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - MILITARY - AEGConnect,12/9/2025,12/15/2025,Corporate,2.981878,1,528,5.161708,Military flights only. ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - MILITARY - AEGConnect,12/9/2025,12/15/2025,Corporate,2.981878,528,1585,5.130491,Military flights only. ,No
YQX,CYQX,NL,GANDER,GANDER AVIATION - MILITARY - AEGConnect,12/9/2025,12/15/2025,Corporate,2.981878,1585,264171,5.099274,Military flights only. ,No
YQX,CYQX,NL,GANDER,IRVING AVIATION,12/9/2025,12/15/2025,Corporate,4.169170,1,26416,5.126372,MTOW < 48KGS AND ALL PART 91 AIRCRAFT. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR HIGHER AIRPORT FEE. ,Yes
YQX,CYQX,NL,GANDER,WOODWARD AVIATION,12/9/2025,12/15/2025,Corporate,3.968200,1,264,4.796667,"ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YQX,CYQX,NL,GANDER,WOODWARD AVIATION,12/9/2025,12/15/2025,Corporate,3.968200,265,528,4.733302,"ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YQX,CYQX,NL,GANDER,WOODWARD AVIATION,12/9/2025,12/15/2025,Corporate,3.968200,529,1320,4.669937,"ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YQX,CYQX,NL,GANDER,WOODWARD AVIATION,12/9/2025,12/15/2025,Corporate,3.968200,1321,3170,4.638197,"ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YQX,CYQX,NL,GANDER,WOODWARD AVIATION,12/9/2025,12/15/2025,Corporate,3.968200,3171,999999,4.574832,"ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",No
YQY,CYQY,NS,SYDNEY,KITPU AVIATION,10/8/2025,12/31/2025,Corporate,6.177764,1,999999,7.243797,"7pm afterhours $150 CAD late call out fee. 
Ramp fees are $350 daily for G450. ",No
YQY,CYQY,NS,SYDNEY,MENZIES - YQY,12/9/2025,12/15/2025,Corporate,4.659070,1,99999,6.807070,MTOW < 42KGS AND ALL PART 91 AIRCRAFT. $50 HOOKUP FEE. $150 AFTER HOURS FEE WHEN APPLICABLE. $50 MINIMUM ITP FEE FOR < 167 LTRS. ,Yes
YRQ,CYRQ,QC,TROIS-RIVIERES,AEROPORT TROIS-RIVIERES,12/3/2025,12/9/2025,Corporate,5.220972,1,99999,6.221285,PRICE IS SUBJECT TO CHANGE AT ANY TIME. LANDING AND PARKING FEES ARE PASSED THROUGH AS INCCURED. OUTSIDE OPENING HOURS MAY APPLY. PRICING NOT AVAILABLE ON CJET RAMP. All fees associated with services provided for flights destined for the FBO will be invoiced directly to the FBO and not to the airline. The FBO will be responsible for invoicing its clients according to its own terms and conditions. ,No
YRQ,CYRQ,QC,TROIS-RIVIERES,CJET AVIATION INC,12/3/2025,12/9/2025,Corporate,4.728348,1,999999,5.654891,TRANSACTION FEES 3%. All fees associated with services provided for flights destined for the FBO will be invoiced directly to the FBO and not to the airline. The FBO will be responsible for invoicing its clients according to its own terms and conditions. ,No
YSB,CYSB,ON,SUDBURY,EXECUTIVE AVIATION - YSB,12/9/2025,12/15/2025,Corporate,4.522000,1,99999,5.824905,ADDITIVE NOT INCLUDED ,No
YSB,CYSB,ON,SUDBURY,NORTHERN AVIATION,12/9/2025,12/15/2025,Corporate,3.802320,1,1585,4.996997,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 NO FUEL FEE ",Yes
YSB,CYSB,ON,SUDBURY,NORTHERN AVIATION,12/9/2025,12/15/2025,Corporate,3.802320,1585,26416,4.770997,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 NO FUEL FEE ",Yes
YSC,CYSC,QC,SHERBROOKE,Aéroport de Sherbrooke,12/9/2025,12/15/2025,Corporate,4.007476,1,99999,4.826067, ,No
YSJ,CYSJ,NB,ST JOHN,ATLANTIC FLIGHT CENTRE,12/4/2025,12/31/2025,Corporate,6.178851,1,99999,7.308590,PRICING SUBJECT TO CHANGE AT ANY TIME. CALLOUT FEE WHEN APPLICABLE. PARKING FEES WAIVED WITH 300 LTR FUEL PURCHASE. ,No
YCM,CYSN,ON,ST CATHERINE'S,ALLIED AVIATION SERVICES,7/3/2025,12/31/2025,Corporate,CALL,1,999999,CALL,PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
YTB,CYTB,ON,TILLSONBURG,TILLSONBURG MUNICIPAL,7/3/2025,12/31/2025,Corporate,CALL,1,132,CALL,PRICING MAY CHANGE WITHOUT NOTICE ,No
YTB,CYTB,ON,TILLSONBURG,TILLSONBURG MUNICIPAL,7/3/2025,12/31/2025,Corporate,CALL,132,26416,CALL,PRICING MAY CHANGE WITHOUT NOTICE ,No
YTH,CYTH,MB,THOMPSON,THOMPSON AIRPORT,12/9/2025,12/15/2025,Corporate,3.538020,1,1585,4.508921,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 NO FURL FEE. ",Yes
YTH,CYTH,MB,THOMPSON,THOMPSON AIRPORT,12/9/2025,12/15/2025,Corporate,3.538020,1585,26416,4.298921,"45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE.
100 NO FURL FEE. ",Yes
YTR,CYTR,ON,QUINTE WEST,TRENTON OPS,10/7/2025,12/31/2025,Corporate,CALL,1,99999,CALL,MILITARY BASE. 72 HOUR NOTICE REQUIRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
YTS,CYTS,ON,TIMMINS,AIR CREEBEC INC,12/9/2025,12/15/2025,Corporate,3.649800,1,99999,5.426207,"PRICING CHANGES DAILY. ADDITIVE NOT INCLUDED
LESS THAN DC-9 ",Yes
YTZ,CYTZ,ON,TORONTO CITY CENTRE,PORTER FBO LIMITED,12/9/2025,12/15/2025,Corporate,3.597000,1,99999,5.689262,"ADDITIVE NOT INCLUDED. NO JETS PERMITTED PER CITY ORDINANCE EXCEPT MEDEVAC FLIGHTS.
LESS THAN DC-9 ",No
YUL,CYUL,QC,MONTREAL - DORVAL,AVIATION ETCETERA - AEGConnect,12/9/2025,12/15/2025,Corporate,2.612950,1,395,4.037987,"WINTER PREMIUM FEE DEC-MAR APPLICABLE, $0.0150 CAD/LTR ",No
YUL,CYUL,QC,MONTREAL - DORVAL,AVIATION ETCETERA - AEGConnect,12/9/2025,12/15/2025,Corporate,2.612950,396,264171,3.913146,"WINTER PREMIUM FEE DEC-MAR APPLICABLE, $0.0150 CAD/LTR ",No
YUL,CYUL,QC,MONTREAL - DORVAL,SHELL AEROCENTER,12/9/2025,12/15/2025,Corporate,3.380770,1,1585,4.498632,45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE.  JET WITH ADDITIVE INCURS HIGHER PRICING. ,Yes
YUL,CYUL,QC,MONTREAL - DORVAL,SHELL AEROCENTER,12/9/2025,12/15/2025,Corporate,3.380770,1585,26416,4.268682,45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE.  JET WITH ADDITIVE INCURS HIGHER PRICING. ,Yes
YUL,CYUL,QC,MONTREAL - DORVAL,"SIGNATURE CANADA FBO SERVICES, INC. - YUL",12/9/2025,12/15/2025,Corporate,2.581870,1,99999,4.867337, ,No
YUL,CYUL,QC,MONTREAL - DORVAL,SKY SERVICE FBO,12/9/2025,12/15/2025,Corporate,3.334900,1,99999,4.986370,"GA AIRCRAFT ONLY. ADDITIVE NOT INCLUDED.
LESS THAN DC-9 ",No
YVB,CYVB,QC,Bonaventure,BONAVENTURE (CYVB),12/2/2025,12/8/2025,Corporate,5.166336,1,999999,6.158467, ,No
YVC,CYVC,SK,LA RONGE,NOR-SASK AVIATION,12/9/2025,12/15/2025,Corporate,3.678020,1,1585,4.377698,45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. ,Yes
YVC,CYVC,SK,LA RONGE,NOR-SASK AVIATION,12/9/2025,12/15/2025,Corporate,3.678020,1585,26416,4.167698,45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. ,Yes
YVO,CYVO,QC,VAL-D'OR,AVJET - YVO,12/2/2025,12/8/2025,Corporate,3.909579,1,99999,4.713511,$175 CALLOUT FEE WHEN APPLICABLE. CAN FUEL AT HANGAR Q60 ,Yes
YVR,CYVR,BC,VANCOUVER,MILLION AIR - AEGConnect,12/9/2025,12/15/2025,Corporate,3.551712,1,999999,4.923827, ,No
YVR,CYVR,BC,VANCOUVER,PLH DUBLIN,12/9/2025,12/15/2025,Corporate,3.199026,1,26416,3.903565,$50.00 CAD/Flight Hookup Fee. ,No
YVR,CYVR,BC,VANCOUVER,SIGNATURE AVIATION.,12/9/2025,12/15/2025,Corporate,3.051020,1,1585,3.733600,"45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE. AEROJET / ADDITIVE REFUELING ADDITIONAL AND INCURS HIGHER ITP. $150 CAD CALL OUT CHARGE TO FUEL ON  REMOTE , OFF RAMP FUELINGS. ",No
YVR,CYVR,BC,VANCOUVER,SIGNATURE AVIATION.,12/9/2025,12/15/2025,Corporate,3.051020,1585,26416,3.523600,"45 CAD HOOKUP FEE. 100 CAD NO FUEL FEE. AEROJET / ADDITIVE REFUELING ADDITIONAL AND INCURS HIGHER ITP. $150 CAD CALL OUT CHARGE TO FUEL ON  REMOTE , OFF RAMP FUELINGS. ",No
YVR,CYVR,BC,VANCOUVER,SKY SERVICE FBO,12/9/2025,12/15/2025,Corporate,3.255800,1,1320,4.593689,LESS THAN DC-9 ,No
YVR,CYVR,BC,VANCOUVER,SKY SERVICE FBO,12/9/2025,12/15/2025,Corporate,3.255800,1321,999999,4.593689,LESS THAN DC-9 ,No
YWG,CYWG,MB,WINNIPEG,AVFLIGHT WINNIPEG,12/9/2025,12/15/2025,Corporate,2.800830,1,793,4.358105,PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. ,Yes
YWG,CYWG,MB,WINNIPEG,AVFLIGHT WINNIPEG,12/9/2025,12/15/2025,Corporate,2.800830,794,1057,4.301090,PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. ,Yes
YWG,CYWG,MB,WINNIPEG,AVFLIGHT WINNIPEG,12/9/2025,12/15/2025,Corporate,2.800830,1058,1321,4.244075,PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. ,Yes
YWG,CYWG,MB,WINNIPEG,AVFLIGHT WINNIPEG,12/9/2025,12/15/2025,Corporate,2.800830,1322,99999,4.073030,PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. ,Yes
YWG,CYWG,MB,WINNIPEG,FAST AIR JET CENTRE,12/9/2025,12/15/2025,Corporate,3.281100,1,99999,4.383305,ADDITIVE NOT INCLUDED. $0.02 CPL additional for additive. LESS THAN DC-9 ,Yes
YWG,CYWG,MB,WINNIPEG,MENZIES AVIATION,12/9/2025,12/15/2025,Corporate,2.483536,1,26416,2.983947,$50 CAD MINIMUM FEE FOR UPLIFTS < 1666 LTRS. NOT VALID FOR AIRCRAFT PARKED AT FBO RAMP. 40 CAD HOOKUP FEE. ,Yes
YWG,CYWG,MB,WINNIPEG,SHELL AEROCENTER,12/9/2025,12/15/2025,Corporate,CALL,1,1585,CALL,"$45 CAD HOOKUP FEE ADDITIONAL. 100 CAD NO FUEL FEE.
Aerojet fuel additional 0.07 per gallon. ",Yes
